Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.2061,0.6612,0.1327,0.6494,0.2363,0.0532,0.0284,0.0041,0.0001,0.8644,0.2151,0.2102,43095.0,0.0964,0.1345,0.0001,0.0412,0.184,2.0,6.0,9.06,Urban,4.0,2.0,3.0,3.0,3.0,28.70524248375888,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2076,0.6715,0.1209,0.2574,0.7105,0.0152,0.0083,0.001,0.0004,0.8625,0.2803,0.2553,38773.0,0.105,0.1126,0.004,0.0273,0.143,13.0,13.0,8.99,Urban,1.0,4.0,3.0,3.0,2.0,14.309310045953326,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2013,0.6572,0.1415,0.6866,0.2131,0.0551,0.0219,0.0034,0.0,0.8769,0.2046,0.1563,49158.0,0.087,0.1628,0.0015,0.0774,0.1271,2.0,0.0,9.23,Urban,4.0,3.0,2.0,4.0,3.0,26.269080582179622,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2111,0.6743,0.1146,0.748,0.199,0.0246,0.0142,0.0014,0.0,0.9208,0.368,0.161,53888.0,0.0847,0.1301,0.0097,0.0387,0.2973,2.0,3.0,10.06,Urban,3.0,3.0,3.0,3.0,3.0,15.094845948711068,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2116,0.6637,0.1247,0.5585,0.3811,0.0276,0.0242,0.0016,0.0001,0.9033,0.4566,0.1269,65924.0,0.0548,0.087,0.0046,0.0353,0.1833,3.0,3.0,12.77,Urban,1.0,1.0,1.0,2.0,1.0,9.824051242,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1857,0.6632,0.1511,0.4786,0.4778,0.0343,0.001,0.0011,0.0001,0.7847,0.1305,0.1823,40598.0,0.0747,0.1153,0.0063,0.0706,0.2694,1.0,2.0,13.81,Urban,5.0,3.0,4.0,5.0,4.0,24.86462592551663,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1938,0.633,0.1732,0.776,0.2001,0.0128,0.0007,0.0,0.0,0.8075,0.0901,0.1967,34774.0,0.1036,0.2721,0.0404,0.0173,0.1597,0.0,2.0,0.0,Urban,5.0,4.0,5.0,5.0,5.0,24.64268112370626,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2017,0.6659,0.1325,0.7518,0.1983,0.0255,0.0114,0.0014,0.0003,0.8997,0.2958,0.0955,59370.0,0.0503,0.1138,0.0101,0.0612,0.3012,3.0,4.0,6.08,Urban,3.0,2.0,2.0,3.0,2.0,27.715811532481577,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2097,0.6337,0.1566,0.6163,0.3541,0.0177,0.0002,0.0001,0.0,0.8041,0.1275,0.2737,37285.0,0.1066,0.1819,0.0244,0.0246,0.1571,1.0,1.0,0.0,Urban,5.0,3.0,4.0,5.0,4.0,25.660764690787783,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2011,0.6527,0.1462,0.6498,0.3057,0.0246,0.0026,0.0006,0.0005,0.7984,0.1617,0.1573,43883.0,0.0825,0.1475,0.0192,0.0118,0.1852,1.0,2.0,0.0,Urban,4.0,2.0,3.0,4.0,3.0,70.57661091114404,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2544,0.6401,0.1054,0.1977,0.7735,0.0172,0.0055,0.0,0.0,0.7808,0.1898,0.2845,31918.0,0.109,0.1556,0.0412,0.0098,0.0523,1.0,1.0,0.0,Urban,5.0,5.0,5.0,5.0,5.0,28.826751225136928,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2024,0.6727,0.1249,0.3604,0.5874,0.0363,0.0049,0.0014,0.0,0.7662,0.1285,0.3451,27560.0,0.1791,0.1731,0.0635,0.0223,0.1578,0.0,0.0,3.61,Urban,5.0,5.0,5.0,5.0,5.0,36.076337530213934,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1875,0.639,0.1736,0.9508,0.0089,0.0222,0.004,0.0037,0.0,0.906,0.2398,0.092,54804.0,0.044,0.1133,0.033,0.0816,0.2284,0.0,0.0,0.0,Urban,4.0,1.0,1.0,4.0,2.0,23.058742145615955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1998,0.6115,0.1886,0.9477,0.01,0.0201,0.0018,0.0051,0.0005,0.8532,0.1378,0.163,41520.0,0.0558,0.1715,0.0211,0.0354,0.2398,1.0,1.0,12.11,Urban,4.0,3.0,4.0,4.0,4.0,24.22333918730697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1819,0.6396,0.1785,0.9671,0.0028,0.0105,0.0025,0.008,0.0,0.7879,0.0945,0.2365,39493.0,0.0439,0.2347,0.0114,0.0495,0.2312,2.0,1.0,0.0,Urban,5.0,4.0,3.0,4.0,4.0,24.42598925256473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1738,0.7212,0.105,0.7986,0.082,0.0318,0.0422,0.0011,0.0008,0.9367,0.4675,0.1926,50813.0,0.0459,0.0864,0.0022,0.0367,0.1693,8.0,6.0,13.31,Urban,1.0,2.0,1.0,3.0,1.0,24.30935389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1925,0.6612,0.1464,0.8436,0.0499,0.061,0.01,0.0014,0.0014,0.8717,0.2048,0.1836,46680.0,0.0653,0.1438,0.0006,0.035,0.1881,6.0,1.0,8.95,Urban,3.0,4.0,4.0,4.0,4.0,22.36761169826092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1993,0.6125,0.1883,0.9493,0.0077,0.0199,0.0023,0.003,0.0,0.8997,0.1785,0.1316,44722.0,0.0438,0.1594,0.0297,0.0697,0.2764,0.0,0.0,0.0,Urban,4.0,3.0,4.0,4.0,4.0,22.08236722976703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1739,0.6831,0.1429,0.903,0.0378,0.0196,0.0076,0.003,0.0001,0.8567,0.2046,0.1315,50362.0,0.0559,0.1367,0.0144,0.0429,0.239,2.0,3.0,0.0,Urban,4.0,2.0,2.0,3.0,3.0,26.84984225717674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1795,0.6658,0.1547,0.8669,0.0762,0.0226,0.0143,0.0019,0.0002,0.9016,0.2986,0.1769,48458.0,0.0587,0.1139,0.0036,0.0415,0.2139,8.0,3.0,6.4,Urban,2.0,2.0,2.0,3.0,2.0,11.525310863245783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2063,0.6402,0.1535,0.8875,0.035,0.0415,0.007,0.0032,0.0002,0.9248,0.2528,0.0934,63613.0,0.0573,0.113,0.0188,0.0661,0.2879,4.0,4.0,4.93,Urban,3.0,1.0,2.0,3.0,2.0,32.56878923058703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2167,0.6413,0.1421,0.9378,0.0059,0.0276,0.0059,0.0035,0.0005,0.9113,0.2647,0.1099,54392.0,0.0633,0.1057,0.0076,0.091,0.2287,2.0,1.0,4.87,Urban,3.0,1.0,2.0,4.0,2.0,34.124285522771864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2088,0.6637,0.1276,0.8244,0.0563,0.0647,0.0208,0.0037,0.0016,0.9267,0.3188,0.0907,63702.0,0.0517,0.1033,0.0018,0.0379,0.2159,7.0,4.0,4.72,Urban,3.0,1.0,1.0,3.0,2.0,32.170201814399384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198,0.6315,0.1705,0.9389,0.0171,0.0193,0.0058,0.0049,0.0,0.925,0.1859,0.0949,57486.0,0.0496,0.1038,0.009,0.0473,0.1397,1.0,2.0,9.76,Urban,3.0,1.0,2.0,4.0,3.0,24.39738460037084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1911,0.668,0.1408,0.8165,0.114,0.0271,0.0122,0.004,0.0008,0.9131,0.3174,0.1265,54130.0,0.0498,0.1344,0.0018,0.0423,0.1667,3.0,5.0,3.92,Urban,2.0,2.0,2.0,3.0,2.0,20.88691043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1981,0.611,0.1909,0.9444,0.0008,0.0191,0.0012,0.0071,0.0,0.8144,0.1316,0.1823,37695.0,0.1083,0.2424,0.0,0.0,0.2423,0.0,0.0,0.0,Urban,5.0,4.0,5.0,4.0,5.0,24.23067604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1387,0.7046,0.1567,0.8141,0.1022,0.0386,0.0033,0.0098,0.0006,0.8594,0.1358,0.1418,43538.0,0.055,0.1343,0.0022,0.0226,0.2473,0.0,0.0,0.0,Urban,5.0,5.0,3.0,3.0,5.0,23.610892491736188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1945,0.6494,0.1561,0.954,0.0095,0.0164,0.0052,0.0009,0.0001,0.8716,0.1973,0.1196,50895.0,0.0589,0.109,0.0049,0.0634,0.1943,2.0,1.0,2.94,Urban,3.0,2.0,3.0,3.0,3.0,96.99891243643631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1768,0.6704,0.1529,0.885,0.0322,0.0339,0.0183,0.0049,0.0011,0.9118,0.2988,0.1869,41908.0,0.0579,0.1221,0.0017,0.0348,0.2332,14.0,7.0,10.16,Urban,2.0,2.0,2.0,3.0,2.0,60.956598201430026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2022,0.6623,0.1355,0.6267,0.2353,0.0869,0.0171,0.0039,0.0023,0.8983,0.2943,0.1721,48104.0,0.0669,0.1241,0.0006,0.0471,0.1682,29.0,10.0,6.14,Urban,3.0,2.0,2.0,3.0,3.0,34.22839113396905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2126,0.6491,0.1383,0.8495,0.0207,0.0756,0.011,0.0131,0.002,0.8703,0.2206,0.178,42648.0,0.0601,0.1177,0.0068,0.0311,0.2679,8.0,5.0,8.52,Urban,3.0,3.0,3.0,4.0,3.0,9.371592148309706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1989,0.6682,0.1329,0.9478,0.0096,0.0178,0.0074,0.0023,0.0002,0.8746,0.1843,0.1095,58232.0,0.0736,0.1125,0.0045,0.0774,0.2053,6.0,3.0,3.6,Urban,4.0,1.0,1.0,4.0,3.0,119.1262873505864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1904,0.6311,0.1785,0.9229,0.02,0.0265,0.0047,0.0023,0.0007,0.8892,0.1832,0.1219,50830.0,0.0569,0.1377,0.0171,0.0564,0.1959,4.0,2.0,3.05,Urban,3.0,2.0,2.0,3.0,3.0,24.39842630150355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2149,0.6624,0.1227,0.9349,0.0173,0.0224,0.0045,0.0032,0.0011,0.8723,0.1521,0.1376,55249.0,0.0812,0.1577,0.0222,0.0779,0.2232,2.0,0.0,3.68,Urban,4.0,1.0,2.0,4.0,3.0,77.36801385255868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2171,0.6444,0.1385,0.787,0.0185,0.1143,0.0135,0.0238,0.0138,0.7822,0.133,0.2071,38846.0,0.0603,0.1506,0.0424,0.0381,0.1889,0.0,0.0,0.0,Urban,5.0,4.0,4.0,5.0,5.0,26.408450704225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2117,0.6387,0.1496,0.8978,0.0336,0.0446,0.0009,0.003,0.0,0.8355,0.1828,0.1231,48974.0,0.0465,0.1172,0.0669,0.0935,0.183,0.0,0.0,0.0,Urban,4.0,3.0,3.0,4.0,4.0,25.252525252525253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1984,0.6275,0.1741,0.8678,0.0089,0.0498,0.012,0.0218,0.0092,0.8564,0.1844,0.1437,44474.0,0.059,0.1286,0.0048,0.0454,0.2334,3.0,3.0,8.51,Urban,4.0,2.0,4.0,4.0,3.0,15.321496058970736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1932,0.641,0.1659,0.9764,0.0075,0.0074,0.0006,0.0029,0.0003,0.9034,0.1908,0.0687,54119.0,0.0305,0.1445,0.0098,0.0728,0.1782,0.0,0.0,0.0,Urban,4.0,3.0,3.0,4.0,3.0,21.891418563922944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.197,0.674,0.129,0.8244,0.0672,0.0561,0.0256,0.0032,0.0002,0.953,0.4073,0.0712,70879.0,0.0457,0.0861,0.0035,0.0386,0.2685,1.0,1.0,2.11,Urban,2.0,1.0,1.0,3.0,1.0,25.271138254185534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1911,0.6381,0.1708,0.9402,0.0085,0.0228,0.001,0.0085,0.0,0.8654,0.1961,0.1758,42483.0,0.0892,0.154,0.0067,0.0293,0.221,2.0,2.0,3.21,Urban,3.0,2.0,3.0,4.0,3.0,25.71272458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1911,0.6399,0.1689,0.9405,0.0151,0.023,0.0021,0.0048,0.0001,0.8804,0.1387,0.1605,53459.0,0.0795,0.1543,0.0201,0.0396,0.2409,1.0,0.0,0.0,Urban,4.0,2.0,4.0,4.0,3.0,26.17686837398019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2016,0.666,0.1325,0.8801,0.0438,0.0308,0.0229,0.0016,0.0003,0.943,0.3615,0.0612,75603.0,0.0417,0.0764,0.0014,0.0566,0.2063,10.0,7.0,3.42,Urban,2.0,1.0,1.0,3.0,1.0,67.39395981635145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1834,0.6519,0.1647,0.6735,0.235,0.027,0.0383,0.0014,0.0002,0.9295,0.4238,0.1027,61103.0,0.067,0.0921,0.0011,0.0453,0.1977,11.0,18.0,10.19,Urban,1.0,2.0,1.0,2.0,1.0,77.75645638442472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2028,0.6337,0.1635,0.9208,0.0211,0.0317,0.0037,0.0017,0.0025,0.8575,0.1821,0.1364,51509.0,0.0662,0.1349,0.0056,0.0764,0.1938,1.0,0.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,66.08591168519075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2251,0.6301,0.1448,0.9465,0.0116,0.0188,0.003,0.0032,0.0018,0.8603,0.1619,0.1874,44814.0,0.0563,0.1341,0.0088,0.0536,0.2654,0.0,1.0,8.09,Urban,4.0,2.0,5.0,4.0,4.0,32.36682400539447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1723,0.7135,0.1143,0.4274,0.4776,0.0387,0.0303,0.0019,0.0004,0.8453,0.3301,0.2672,36809.0,0.1063,0.1438,0.0,0.0,0.1027,14.0,13.0,17.72,Urban,1.0,4.0,3.0,3.0,2.0,175.2998133088631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.148,0.6246,0.2275,0.9479,0.0001,0.0238,0.0023,0.012,0.0,0.9386,0.2916,0.108,52869.0,0.0374,0.1296,0.0509,0.0691,0.1463,1.0,1.0,0.0,Urban,2.0,1.0,2.0,1.0,1.0,29.01353965183753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1908,0.6384,0.1709,0.8613,0.0116,0.0409,0.0081,0.0411,0.0011,0.9166,0.2594,0.1465,45469.0,0.0501,0.1248,0.005,0.0593,0.2151,5.0,4.0,17.06,Urban,3.0,2.0,2.0,2.0,2.0,10.969055076844326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1562,0.5986,0.2452,0.9027,0.0,0.0671,0.0,0.0,0.0,0.9337,0.2356,0.163,44000.0,0.0254,0.113,0.2867,0.0,0.0198,0.0,0.0,0.0,Urban,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1645,0.6999,0.1356,0.9007,0.0042,0.0302,0.0124,0.0234,0.0014,0.9505,0.4182,0.1606,46371.0,0.0702,0.1051,0.0091,0.0462,0.2031,9.0,6.0,13.26,Urban,1.0,2.0,1.0,2.0,1.0,11.49415124534708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198,0.6479,0.1541,0.8727,0.0053,0.0526,0.0066,0.0412,0.0004,0.9306,0.2923,0.1042,55032.0,0.0374,0.1063,0.0094,0.0658,0.2489,11.0,7.0,8.37,Urban,2.0,1.0,2.0,2.0,2.0,21.88690905345556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1992,0.6409,0.16,0.9444,0.0079,0.0293,0.006,0.0017,0.0003,0.9471,0.2494,0.0703,65385.0,0.0348,0.0851,0.0427,0.0551,0.2583,0.0,1.0,3.93,Urban,3.0,1.0,1.0,3.0,2.0,23.56360208930605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.6304,0.1296,0.5071,0.0411,0.378,0.0313,0.0206,0.0,0.7426,0.1298,0.16,52336.0,0.0682,0.0841,0.0065,0.0385,0.2078,1.0,1.0,4.83,Urban,5.0,3.0,3.0,4.0,4.0,24.15809054452336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2061,0.6013,0.1926,0.8606,0.0034,0.1208,0.0003,0.0007,0.0012,0.8846,0.1896,0.1185,52813.0,0.0337,0.0879,0.0,0.0538,0.07,0.0,0.0,0.0,Urban,3.0,3.0,2.0,4.0,3.0,17.21466689619556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2186,0.666,0.1154,0.7061,0.1103,0.12,0.0324,0.0036,0.0004,0.8943,0.3761,0.142,56003.0,0.0492,0.0894,0.0013,0.0453,0.1695,26.0,33.0,6.63,Urban,1.0,2.0,1.0,3.0,1.0,19.328011074029963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2282,0.6307,0.1411,0.6889,0.0208,0.2613,0.0104,0.003,0.0014,0.8319,0.1898,0.1483,51355.0,0.0529,0.0979,0.012,0.0483,0.2264,6.0,4.0,8.18,Urban,3.0,3.0,2.0,3.0,3.0,14.72874560183291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1961,0.6254,0.1785,0.9547,0.0083,0.0296,0.0039,0.0019,0.0,0.9353,0.2527,0.0899,59760.0,0.0206,0.0905,0.0397,0.0473,0.2845,0.0,0.0,0.0,Urban,2.0,1.0,2.0,2.0,1.0,21.934634788330776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198,0.5947,0.2074,0.9581,0.0011,0.024,0.0022,0.0,0.0027,0.9242,0.2031,0.0951,52247.0,0.0332,0.1009,0.0529,0.0358,0.2066,0.0,0.0,0.0,Urban,3.0,2.0,3.0,2.0,2.0,31.421838177533385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1962,0.682,0.1218,0.8266,0.0378,0.0653,0.0407,0.0043,0.0007,0.9336,0.373,0.1425,53730.0,0.0437,0.0825,0.0025,0.0475,0.1893,19.0,17.0,4.31,Urban,2.0,2.0,1.0,3.0,2.0,9.943421929222724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1882,0.6162,0.1956,0.9308,0.009,0.0399,0.0004,0.001,0.0,0.9248,0.1596,0.1001,50464.0,0.0531,0.1002,0.0514,0.0852,0.1945,0.0,0.0,0.0,Urban,4.0,2.0,2.0,2.0,3.0,25.664057487488773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
