Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.2119,0.6717,0.1165,0.3682,0.5299,0.0595,0.0247,0.0014,0.0002,0.8707,0.3017,0.2138,46854.0,0.094,0.1132,0.0005,0.0336,0.2706,25.0,15.0,7.15,Urban,2.0,3.0,3.0,4.0,3.0,58.378424529610776,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1945,0.6516,0.1539,0.9327,0.025,0.0247,0.0003,0.0059,0.0,0.8266,0.1072,0.1617,44272.0,0.0423,0.1715,0.0161,0.0213,0.1556,0.0,0.0,0.0,Urban,5.0,2.0,3.0,5.0,4.0,99.08218606591572,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1626,0.6342,0.2031,0.9382,0.0185,0.017,0.0054,0.0015,0.0004,0.8571,0.2136,0.1685,40983.0,0.0774,0.1788,0.0007,0.0771,0.1986,7.0,6.0,18.51,Urban,2.0,3.0,3.0,4.0,3.0,68.30775516,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2006,0.653,0.1464,0.8571,0.0676,0.0434,0.012,0.0027,0.0007,0.8926,0.256,0.0968,58972.0,0.0525,0.1093,0.0015,0.0577,0.2109,5.0,4.0,4.63,Urban,3.0,1.0,2.0,4.0,2.0,43.98504508467121,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2084,0.6619,0.1297,0.7611,0.1827,0.0256,0.0053,0.0064,0.002,0.8571,0.1562,0.1382,54650.0,0.0935,0.1395,0.0102,0.0775,0.2083,3.0,2.0,0.0,Urban,4.0,2.0,3.0,5.0,3.0,71.47730595535917,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1877,0.6508,0.1615,0.8565,0.1176,0.0041,0.0157,0.0,0.0,0.793,0.148,0.1326,47667.0,0.0798,0.1577,0.0,0.0,0.1504,1.0,0.0,0.0,Urban,5.0,3.0,4.0,5.0,5.0,25.09410288582184,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1549,0.6281,0.217,0.9395,0.007,0.0427,0.0043,0.0006,0.0,0.8089,0.1258,0.2103,35390.0,0.1146,0.2336,0.0166,0.0334,0.108,0.0,1.0,16.72,Urban,5.0,3.0,5.0,5.0,4.0,94.73390916689884,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1856,0.6506,0.1638,0.9666,0.0047,0.0149,0.0026,0.0003,0.0,0.7691,0.0995,0.2355,38540.0,0.0905,0.1782,0.0,0.0,0.2212,1.0,2.0,0.0,Urban,5.0,3.0,4.0,5.0,5.0,89.09386300508359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.163,0.668,0.169,0.8945,0.0389,0.0318,0.0144,0.003,0.0001,0.8844,0.3086,0.1712,44444.0,0.0568,0.1517,0.0003,0.025,0.1709,17.0,5.0,46.81,Urban,2.0,2.0,2.0,4.0,2.0,61.883151915204216,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2293,0.6552,0.1155,0.8565,0.0423,0.0463,0.0377,0.0011,0.0005,0.9558,0.5658,0.0515,100140.0,0.0375,0.0529,0.0017,0.0456,0.1695,5.0,3.0,14.59,Urban,1.0,1.0,1.0,1.0,1.0,35.011792166111505,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1997,0.6554,0.1449,0.8627,0.0665,0.0368,0.0146,0.0038,0.0015,0.8979,0.2886,0.091,63426.0,0.0538,0.1082,0.0013,0.0445,0.3078,2.0,4.0,10.35,Urban,3.0,1.0,1.0,3.0,1.0,74.83123169023054,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1533,0.5775,0.2693,0.6808,0.0162,0.2627,0.0101,0.0018,0.0,0.8321,0.2019,0.1702,44851.0,0.0755,0.1861,0.0594,0.0626,0.2144,0.0,0.0,0.0,Urban,4.0,3.0,4.0,2.0,3.0,44.482186906061706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1752,0.6469,0.1779,0.8858,0.0069,0.0825,0.0049,0.0113,0.0,0.9008,0.2181,0.0814,62407.0,0.0333,0.0998,0.2002,0.0581,0.2136,0.0,0.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,22.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.173,0.6079,0.219,0.8369,0.0073,0.127,0.0,0.012,0.0,0.8977,0.2311,0.0961,65000.0,0.016,0.0894,0.016,0.0955,0.1063,0.0,0.0,0.0,Urban,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2316,0.6303,0.1381,0.3481,0.0074,0.6308,0.0031,0.0014,0.0,0.753,0.1427,0.153,53181.0,0.0724,0.0911,0.1415,0.0748,0.2363,1.0,1.0,4.19,Urban,5.0,3.0,4.0,4.0,4.0,18.863969817648293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2001,0.6219,0.178,0.6381,0.0848,0.255,0.0005,0.0003,0.0,0.8242,0.2099,0.1446,56681.0,0.0578,0.1201,0.0217,0.09,0.2782,0.0,0.0,0.0,Urban,3.0,2.0,2.0,3.0,2.0,24.049197787473805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1419,0.6103,0.2478,0.7916,0.0068,0.1769,0.0019,0.005,0.0,0.8682,0.2404,0.165,55434.0,0.0411,0.1606,0.0437,0.0797,0.1718,0.0,0.0,0.0,Urban,3.0,2.0,2.0,3.0,2.0,23.792529145848203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2119,0.654,0.1341,0.5444,0.078,0.3516,0.0088,0.004,0.0,0.8058,0.1836,0.1363,55808.0,0.0859,0.1363,0.0295,0.0642,0.2235,3.0,1.0,8.94,Urban,4.0,1.0,2.0,3.0,3.0,17.88314641187441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2388,0.6627,0.0985,0.4809,0.2079,0.2354,0.0266,0.003,0.0069,0.9031,0.2324,0.1469,51529.0,0.0872,0.1362,0.0035,0.0451,0.1947,5.0,6.0,3.32,Urban,4.0,2.0,2.0,4.0,3.0,13.600959925527189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2192,0.6683,0.1126,0.2889,0.0711,0.5946,0.0263,0.0018,0.0004,0.8342,0.2693,0.1718,52353.0,0.0673,0.1215,0.0064,0.0451,0.1669,23.0,16.0,5.86,Urban,3.0,2.0,2.0,4.0,3.0,21.68183229237225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1968,0.6492,0.1541,0.6484,0.2385,0.0723,0.0101,0.0076,0.0001,0.8746,0.1876,0.1955,42683.0,0.0809,0.1268,0.0037,0.0325,0.2196,2.0,1.0,8.56,Urban,3.0,3.0,4.0,3.0,3.0,9.627418889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2255,0.6653,0.1092,0.4997,0.1277,0.2923,0.0612,0.0029,0.0,0.867,0.2872,0.1048,72006.0,0.0518,0.0799,0.0189,0.1371,0.1821,7.0,3.0,5.61,Urban,3.0,1.0,1.0,3.0,2.0,14.183600802555413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.175,0.7429,0.0821,0.5726,0.1027,0.2461,0.0596,0.0012,0.0003,0.8564,0.3978,0.2698,41654.0,0.0573,0.0649,0.0217,0.0458,0.1381,2.0,1.0,6.19,Urban,3.0,3.0,1.0,4.0,3.0,7.146396310553798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1915,0.6141,0.1944,0.6595,0.1233,0.1988,0.004,0.0018,0.0,0.8042,0.148,0.1361,52513.0,0.0612,0.1223,0.1447,0.0811,0.2402,0.0,1.0,11.48,Urban,4.0,2.0,3.0,4.0,3.0,22.966067635069184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1961,0.6712,0.1327,0.4183,0.0698,0.4982,0.0012,0.0014,0.0005,0.7914,0.147,0.1864,49533.0,0.0453,0.1157,0.0562,0.0475,0.2338,2.0,2.0,0.0,Urban,5.0,2.0,3.0,5.0,4.0,22.58582613932945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1928,0.6106,0.1966,0.8712,0.0138,0.0892,0.0029,0.0005,0.0,0.8797,0.1471,0.1802,40568.0,0.0382,0.1483,0.0426,0.0778,0.2129,0.0,0.0,0.0,Urban,4.0,2.0,3.0,4.0,4.0,22.06531332744925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2635,0.6128,0.1237,0.097,0.0038,0.8899,0.0062,0.0009,0.0001,0.6555,0.1677,0.3304,34578.0,0.0941,0.1053,0.0052,0.0221,0.189,8.0,5.0,3.1,Urban,5.0,4.0,3.0,5.0,4.0,2.865432142985064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2174,0.6146,0.1681,0.8679,0.0085,0.0956,0.0035,0.0046,0.0012,0.9224,0.2643,0.0593,64554.0,0.0218,0.096,0.0144,0.0271,0.0756,0.0,0.0,0.0,Urban,2.0,2.0,3.0,3.0,2.0,33.18400530944085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2288,0.6663,0.1049,0.6812,0.0801,0.2114,0.0136,0.0015,0.0,0.8379,0.2114,0.1165,70396.0,0.0641,0.1155,0.0408,0.1138,0.198,0.0,0.0,2.63,Urban,4.0,1.0,1.0,3.0,2.0,23.63942005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1725,0.6209,0.2066,0.9073,0.0078,0.0551,0.004,0.011,0.0,0.8929,0.1632,0.1536,45341.0,0.0674,0.1603,0.0844,0.0252,0.2089,0.0,0.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,28.93797627085946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2251,0.6777,0.0972,0.601,0.0906,0.1498,0.1287,0.003,0.0006,0.9357,0.5021,0.071,86188.0,0.0446,0.0514,0.0037,0.0426,0.1728,9.0,9.0,8.01,Urban,2.0,1.0,1.0,2.0,1.0,17.256294317942146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1875,0.6392,0.1733,0.6924,0.0196,0.2636,0.0098,0.0014,0.0005,0.9153,0.3451,0.0923,69666.0,0.0448,0.1172,0.0098,0.0989,0.242,3.0,1.0,5.63,Urban,2.0,1.0,2.0,2.0,1.0,20.12331567847772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2155,0.6956,0.0889,0.5991,0.1346,0.1754,0.0175,0.0057,0.007,0.8756,0.1515,0.1415,49275.0,0.0917,0.1486,0.0065,0.0506,0.1559,0.0,0.0,1.32,Urban,5.0,3.0,2.0,5.0,4.0,17.17078325188218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.231,0.5828,0.1862,0.4099,0.0398,0.543,0.0,0.0,0.0015,0.7228,0.1207,0.1996,39026.0,0.095,0.1352,0.2251,0.0,0.2166,0.0,0.0,0.0,Urban,5.0,4.0,5.0,5.0,5.0,33.40571237681644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2273,0.6759,0.0968,0.3083,0.2206,0.3931,0.0575,0.0017,0.0005,0.7802,0.2968,0.1857,51411.0,0.0668,0.0819,0.0057,0.0504,0.2037,35.0,18.0,5.01,Urban,3.0,2.0,2.0,3.0,2.0,25.30785251729569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2178,0.6953,0.0869,0.6156,0.0881,0.189,0.0743,0.0029,0.0007,0.9204,0.4217,0.0872,76678.0,0.0509,0.0665,0.0041,0.054,0.2279,11.0,5.0,4.37,Urban,2.0,1.0,1.0,2.0,1.0,16.03392301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2545,0.6485,0.097,0.3573,0.0405,0.5769,0.0099,0.0019,0.0,0.7506,0.1515,0.1244,58335.0,0.0642,0.1221,0.1409,0.0931,0.2309,3.0,1.0,2.61,Urban,5.0,4.0,3.0,3.0,4.0,22.84938339306815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2234,0.6587,0.1179,0.6337,0.0905,0.2505,0.0066,0.0022,0.0004,0.846,0.2195,0.1104,64382.0,0.0552,0.1051,0.0043,0.064,0.2295,1.0,1.0,4.37,Urban,4.0,1.0,2.0,3.0,2.0,11.858324231549384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2363,0.6513,0.1123,0.1285,0.0304,0.8178,0.0106,0.0026,0.0013,0.7645,0.2169,0.2247,42075.0,0.0786,0.1218,0.0036,0.0476,0.2162,8.0,9.0,4.32,Urban,4.0,3.0,2.0,4.0,4.0,18.11437729728692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1782,0.6559,0.1659,0.5167,0.2407,0.2251,0.0024,0.0019,0.0013,0.7568,0.1186,0.2433,38547.0,0.062,0.1749,0.0569,0.0202,0.2036,1.0,1.0,0.0,Urban,5.0,5.0,4.0,5.0,5.0,23.168259484506223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2318,0.6732,0.0949,0.3489,0.2031,0.2399,0.1867,0.0019,0.0003,0.8915,0.4464,0.0819,91152.0,0.0544,0.0604,0.0241,0.0704,0.2081,4.0,7.0,5.56,Urban,2.0,1.0,1.0,2.0,1.0,13.308841165561985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2045,0.6676,0.1279,0.5828,0.1276,0.2356,0.0323,0.0024,0.0002,0.8757,0.2893,0.1363,63064.0,0.0722,0.1161,0.0082,0.057,0.1823,9.0,7.0,6.36,Urban,3.0,2.0,2.0,3.0,2.0,29.89013784441229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1708,0.6258,0.2034,0.588,0.0524,0.3529,0.0021,0.0,0.0,0.8876,0.1599,0.1691,54375.0,0.0983,0.1855,0.0622,0.0392,0.2223,0.0,0.0,0.0,Urban,3.0,3.0,3.0,4.0,3.0,26.798874447273214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1978,0.633,0.1692,0.7687,0.0577,0.1236,0.0116,0.0108,0.0005,0.8756,0.2019,0.1556,50212.0,0.0754,0.145,0.0092,0.06,0.1799,4.0,2.0,12.07,Urban,4.0,1.0,3.0,3.0,3.0,19.31884956250856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.219,0.6399,0.1412,0.5885,0.1991,0.1787,0.0134,0.0039,0.0018,0.8372,0.2071,0.1824,47140.0,0.0577,0.1225,0.0566,0.1112,0.208,5.0,0.0,4.06,Urban,3.0,3.0,3.0,3.0,3.0,7.300276599368932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2144,0.6556,0.13,0.5213,0.0663,0.3694,0.0164,0.002,0.0004,0.8818,0.2655,0.1046,64599.0,0.0523,0.1011,0.0094,0.0603,0.2235,3.0,2.0,2.04,Urban,4.0,1.0,1.0,4.0,2.0,14.934187749893084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2035,0.6435,0.153,0.8719,0.0556,0.0518,0.0058,0.0013,0.0004,0.8689,0.1608,0.1177,54352.0,0.0476,0.1346,0.0407,0.1027,0.224,0.0,1.0,1.8,Urban,4.0,2.0,3.0,4.0,3.0,26.96677693082123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2294,0.6784,0.0922,0.3119,0.1852,0.4185,0.0663,0.0017,0.0006,0.8016,0.3008,0.1739,55584.0,0.0698,0.0795,0.0371,0.0694,0.207,62.0,39.0,4.89,Urban,3.0,3.0,2.0,3.0,3.0,21.83003826796688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1976,0.702,0.1004,0.5616,0.0349,0.3707,0.0125,0.0019,0.0004,0.8894,0.3632,0.162,60495.0,0.0611,0.0805,0.0045,0.0709,0.2488,2.0,2.0,2.69,Urban,3.0,1.0,1.0,4.0,2.0,15.617763320875026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2835,0.6128,0.1037,0.0691,0.0042,0.9148,0.0095,0.0007,0.0001,0.6328,0.1742,0.3276,36094.0,0.0903,0.114,0.0221,0.0279,0.2147,3.0,3.0,0.72,Urban,5.0,4.0,3.0,5.0,4.0,4.2253487119929884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1747,0.5866,0.2386,0.8533,0.0067,0.1163,0.0065,0.0072,0.0,0.8824,0.2577,0.1205,58315.0,0.0324,0.1105,0.1349,0.0662,0.2109,1.0,1.0,3.69,Urban,3.0,1.0,3.0,2.0,2.0,23.977719165575373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2063,0.6334,0.1603,0.1876,0.0115,0.784,0.0129,0.0,0.0,0.5219,0.0748,0.3794,26635.0,0.0556,0.2513,0.1432,0.0,0.0908,0.0,0.0,0.0,Urban,4.0,4.0,5.0,4.0,4.0,28.727377190462512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1987,0.6484,0.1528,0.7339,0.0822,0.1484,0.0122,0.0079,0.0,0.8274,0.1733,0.1889,45643.0,0.0972,0.1511,0.0035,0.0324,0.1725,2.0,3.0,5.61,Urban,4.0,1.0,3.0,4.0,3.0,11.227376835676113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2244,0.6052,0.1704,0.7425,0.0,0.2324,0.0,0.0,0.0,0.9166,0.1566,0.1171,64100.0,0.0333,0.0664,0.5635,0.0,0.1092,0.0,0.0,0.0,Urban,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1992,0.6671,0.1338,0.4231,0.3358,0.1896,0.0354,0.0023,0.0004,0.8327,0.1877,0.2001,44965.0,0.0733,0.1115,0.0059,0.1091,0.1961,9.0,4.0,6.72,Urban,4.0,4.0,3.0,4.0,4.0,16.60124983695201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2172,0.6507,0.1321,0.7434,0.0249,0.1976,0.0073,0.0044,0.004,0.8382,0.1774,0.1212,59095.0,0.0634,0.0966,0.0397,0.078,0.2342,3.0,1.0,3.17,Urban,4.0,1.0,3.0,4.0,3.0,18.407555984359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1339,0.7227,0.1434,0.5581,0.1439,0.2685,0.0032,0.0016,0.0,0.7725,0.1096,0.167,47007.0,0.0374,0.1855,0.1639,0.0541,0.1762,0.0,0.0,0.0,Urban,5.0,4.0,4.0,5.0,5.0,25.07019655034096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2303,0.6521,0.1176,0.6763,0.0995,0.1916,0.01,0.0046,0.0004,0.8453,0.1945,0.1375,60179.0,0.0703,0.1123,0.0046,0.0764,0.2354,3.0,4.0,4.47,Urban,4.0,1.0,2.0,3.0,2.0,23.249575248144502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1864,0.6226,0.1909,0.7448,0.0069,0.2238,0.0077,0.0005,0.0003,0.9296,0.3933,0.0614,76350.0,0.0472,0.1214,0.0158,0.1163,0.2275,0.0,1.0,5.13,Urban,1.0,1.0,1.0,1.0,1.0,23.071007433991284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1937,0.6288,0.1774,0.7336,0.0357,0.1871,0.0094,0.0035,0.0024,0.8864,0.2054,0.1369,50358.0,0.0819,0.1526,0.0102,0.1042,0.196,0.0,0.0,0.0,Urban,4.0,1.0,3.0,3.0,3.0,24.561575870707863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
