FIPS,Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,delta_death_rate,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
22099,0.2162,0.6573,0.1265,0.6756,0.1899,0.0484,0.0084,0.0527,0.0006,0.7781,0.1431,0.202,48166.0,0.0531,0.125,0.0954,0.0567,0.228,4.0,5.0,6.19,1,4.0,4.0,3.0,3.0,4.0,7.957630040937586,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22101,0.1902,0.624,0.1858,0.6824,0.2549,0.0455,0.0014,0.0007,0.0019,0.8522,0.1212,0.2493,37049.0,0.0663,0.1433,0.0213,0.0518,0.1654,1.0,3.0,0.0,1,4.0,5.0,4.0,4.0,4.0,26.714158504007123,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22103,0.2195,0.6421,0.1383,0.7864,0.1409,0.0316,0.0223,0.0052,0.0,0.7599,0.1232,0.1733,47083.0,0.0823,0.1458,0.1081,0.0579,0.2226,1.0,1.0,1.68,1,4.0,4.0,3.0,4.0,4.0,15.119951616154829,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22105,0.2308,0.664,0.1052,0.7038,0.14,0.0915,0.0163,0.0112,0.0044,0.8754,0.1777,0.145,46561.0,0.0823,0.1697,0.0135,0.0433,0.1495,1.0,2.0,5.76,0,5.0,4.0,3.0,5.0,4.0,17.274140611504578,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22107,0.1996,0.6389,0.1615,0.6586,0.2978,0.0203,0.0021,0.0027,0.0001,0.7647,0.1192,0.2643,31013.0,0.131,0.2173,0.0202,0.0624,0.1657,1.0,3.0,6.47,0,5.0,4.0,4.0,5.0,5.0,120.77555157763064,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22109,0.1907,0.6279,0.1814,0.6244,0.3421,0.0174,0.0025,0.0039,0.0006,0.81,0.1392,0.2466,31920.0,0.0833,0.1641,0.0419,0.066,0.2284,2.0,2.0,0.0,1,4.0,4.0,4.0,4.0,4.0,22.313127556712534,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22111,0.2053,0.6731,0.1216,0.5719,0.3771,0.0285,0.0062,0.0028,0.0,0.8382,0.1967,0.203,53882.0,0.0663,0.1259,0.0125,0.2149,0.2447,0.0,0.0,0.0,1,4.0,2.0,2.0,4.0,3.0,23.98369109005876,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22113,0.2002,0.6203,0.1795,0.7998,0.1595,0.0302,0.0004,0.0008,0.0,0.7555,0.1238,0.2402,36670.0,0.1108,0.1145,0.1012,0.0143,0.2048,1.0,0.0,17.59,0,5.0,5.0,5.0,5.0,5.0,26.385224274406333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22115,0.1437,0.7163,0.14,0.519,0.4548,0.0157,0.0012,0.0029,0.0,0.7928,0.2248,0.1558,53364.0,0.1045,0.0761,0.0022,0.0453,0.2058,0.0,0.0,0.0,1,5.0,4.0,2.0,3.0,4.0,26.001040041601662,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22117,0.1762,0.6627,0.1611,0.6528,0.3134,0.0186,0.0,0.0073,0.0,0.7966,0.1264,0.2561,32063.0,0.0736,0.1727,0.0993,0.0181,0.1281,0.0,0.0,6.81,0,5.0,5.0,5.0,4.0,5.0,27.22014290575025,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22119,0.1834,0.6581,0.1585,0.9132,0.0155,0.0173,0.0077,0.0014,0.0,0.8944,0.207,0.1478,48728.0,0.0581,0.1414,0.0092,0.0485,0.2108,11.0,10.0,16.76,1,2.0,2.0,2.0,3.0,2.0,71.71062434808523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22121,0.1516,0.6355,0.2129,0.946,0.008,0.0106,0.0045,0.0163,0.0001,0.8743,0.1809,0.177,38087.0,0.0622,0.1929,0.0496,0.0274,0.2074,8.0,7.0,20.17,0,3.0,2.0,3.0,3.0,3.0,36.02045962106477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22123,0.1605,0.6763,0.1633,0.9091,0.0264,0.0192,0.0202,0.0016,0.0,0.9451,0.4406,0.1112,61902.0,0.0458,0.0933,0.0025,0.044,0.2008,33.0,22.0,32.96,1,1.0,2.0,1.0,2.0,1.0,81.88644155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22125,0.1482,0.6566,0.1952,0.9585,0.0043,0.0127,0.0048,0.0038,0.0013,0.9245,0.2576,0.141,43007.0,0.0691,0.142,0.0172,0.0356,0.1848,2.0,3.0,13.21,0,2.0,3.0,2.0,3.0,2.0,39.64321110009911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22127,0.1449,0.6414,0.2138,0.9526,0.0059,0.013,0.0095,0.0039,0.0003,0.9384,0.3251,0.1209,50037.0,0.0643,0.1268,0.0111,0.0673,0.2014,3.0,1.0,31.2,0,1.0,2.0,2.0,2.0,1.0,71.58196134574088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23001,0.1629,0.6624,0.1747,0.9502,0.0084,0.0143,0.0083,0.0054,0.0003,0.9138,0.2526,0.1459,48570.0,0.0697,0.1524,0.0055,0.0329,0.195,9.0,18.0,37.2,0,2.0,2.0,2.0,3.0,2.0,95.07825353649764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,0.1497,0.6288,0.2215,0.9569,0.0059,0.0124,0.0065,0.0046,0.0,0.9308,0.3023,0.1188,52239.0,0.0562,0.1337,0.0249,0.0524,0.2024,4.0,4.0,35.25,0,1.0,3.0,2.0,1.0,1.0,57.909711206788025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23005,0.1382,0.6109,0.2509,0.9605,0.0015,0.0103,0.0151,0.0047,0.0,0.9321,0.3245,0.1205,53515.0,0.0356,0.1264,0.0147,0.0595,0.1925,1.0,1.0,20.49,0,1.0,2.0,2.0,1.0,1.0,76.10127323284063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23007,0.1577,0.6498,0.1925,0.9572,0.0034,0.012,0.006,0.0049,0.0,0.9151,0.1815,0.1671,42197.0,0.0736,0.1648,0.0215,0.0426,0.1688,9.0,5.0,13.96,0,3.0,3.0,3.0,4.0,3.0,45.376010052531456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23009,0.1533,0.6815,0.1652,0.9418,0.0074,0.0124,0.0111,0.0106,0.0002,0.9122,0.2473,0.1627,45302.0,0.0731,0.1648,0.0121,0.0412,0.2297,24.0,18.0,32.03,1,1.0,2.0,2.0,3.0,2.0,81.71109571310907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23011,0.1409,0.6237,0.2353,0.9554,0.0041,0.0123,0.0038,0.0053,0.0,0.8974,0.1633,0.2063,36938.0,0.1004,0.2365,0.0197,0.0277,0.1682,0.0,2.0,41.07,0,3.0,3.0,3.0,3.0,3.0,58.67167331612298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23013,0.1584,0.6474,0.1942,0.9487,0.0068,0.0147,0.0068,0.0015,0.0,0.9447,0.3349,0.1067,55766.0,0.0507,0.1056,0.0,0.0594,0.1355,0.0,1.0,5.69,1,2.0,2.0,1.0,3.0,2.0,34.15494962144931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23015,0.1608,0.6497,0.1895,0.961,0.0045,0.0099,0.0031,0.0042,0.0005,0.8795,0.1583,0.1804,40484.0,0.092,0.1873,0.0429,0.087,0.1743,2.0,5.0,21.42,0,4.0,3.0,3.0,4.0,3.0,79.82399781944201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,0.1587,0.6472,0.1941,0.9594,0.0051,0.0114,0.0072,0.0019,0.0001,0.9193,0.2918,0.16,45480.0,0.0723,0.1344,0.0088,0.0436,0.174,4.0,3.0,17.92,0,2.0,3.0,3.0,3.0,2.0,56.30774743415833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23019,0.1564,0.6247,0.2189,0.9021,0.0039,0.0182,0.0047,0.0449,0.0003,0.8798,0.201,0.18,39469.0,0.0864,0.1901,0.0402,0.0272,0.2194,7.0,5.0,65.78,0,2.0,3.0,3.0,3.0,3.0,153.4847298355521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23021,0.1615,0.6594,0.1791,0.9476,0.0084,0.0156,0.0109,0.0034,0.0001,0.9238,0.3007,0.0938,59132.0,0.0511,0.1196,0.0045,0.0424,0.182,17.0,9.0,14.96,1,2.0,2.0,1.0,3.0,2.0,102.72469780986955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23023,0.1439,0.6657,0.1904,0.8749,0.0806,0.0169,0.0079,0.0015,0.0005,0.8909,0.1796,0.174,41559.0,0.0943,0.1617,0.0031,0.0318,0.172,6.0,4.0,34.22,1,3.0,3.0,3.0,3.0,3.0,140.98001642485627,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23025,0.189,0.677,0.1341,0.703,0.1556,0.0704,0.0355,0.0016,0.0007,0.9191,0.3937,0.0611,91918.0,0.0553,0.0797,0.0008,0.0611,0.2117,26.0,20.0,16.79,1,2.0,1.0,1.0,2.0,1.0,114.33941297430758,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23027,0.1794,0.6626,0.158,0.5956,0.2711,0.0495,0.0576,0.0022,0.0004,0.9096,0.372,0.093,68989.0,0.0596,0.0894,0.0014,0.0616,0.1802,37.0,24.0,25.68,1,2.0,2.0,2.0,3.0,2.0,131.1668398601856,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23029,0.1927,0.6777,0.1296,0.7914,0.1212,0.0342,0.014,0.0009,0.0,0.9329,0.2929,0.0603,96808.0,0.0781,0.0864,0.0014,0.0921,0.205,7.0,2.0,11.05,1,3.0,2.0,1.0,3.0,2.0,103.83642449214048,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23031,0.2002,0.6482,0.1516,0.7678,0.134,0.0643,0.0057,0.0009,0.0002,0.833,0.153,0.1708,50830.0,0.0752,0.1369,0.0469,0.0709,0.2828,0.0,4.0,6.13,0,4.0,2.0,2.0,4.0,3.0,134.75025265672377,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24001,0.1802,0.6668,0.153,0.902,0.0322,0.0304,0.0163,0.0018,0.0001,0.9209,0.337,0.0572,87060.0,0.0449,0.0761,0.0075,0.0982,0.2046,12.0,5.0,11.94,1,2.0,1.0,1.0,2.0,1.0,105.05267556033068,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24003,0.1923,0.6704,0.1373,0.8603,0.0647,0.04,0.0128,0.0023,0.0001,0.8814,0.2249,0.1064,67938.0,0.0656,0.113,0.0301,0.0437,0.2142,9.0,3.0,12.72,1,4.0,1.0,2.0,3.0,2.0,153.65793980915095,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24005,0.2006,0.6894,0.1099,0.443,0.4223,0.0514,0.0307,0.0063,0.001,0.9282,0.2736,0.0765,91373.0,0.0498,0.0654,0.0009,0.092,0.2556,5.0,4.0,15.55,1,3.0,1.0,1.0,3.0,2.0,75.15046288798047,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24009,0.1764,0.6275,0.1961,0.6431,0.2754,0.0467,0.0103,0.0008,0.0,0.8504,0.2077,0.1699,47907.0,0.1008,0.1284,0.0258,0.0398,0.172,6.0,6.0,9.24,0,4.0,2.0,3.0,4.0,3.0,55.46824443006379,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24011,0.196,0.6754,0.1286,0.7554,0.0879,0.0841,0.0437,0.002,0.0006,0.9256,0.3974,0.0712,85715.0,0.0526,0.0845,0.0058,0.0932,0.1731,17.0,8.0,11.91,1,2.0,1.0,1.0,2.0,1.0,95.29090424,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24013,0.1597,0.6401,0.2003,0.9677,0.0063,0.0101,0.0031,0.0008,0.0002,0.8853,0.1924,0.1265,46277.0,0.0557,0.1261,0.0322,0.077,0.2129,1.0,0.0,23.59,0,3.0,3.0,2.0,3.0,2.0,50.54419247228493,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24015,0.187,0.6675,0.1455,0.7741,0.1306,0.0409,0.0257,0.0017,0.0,0.9276,0.3447,0.0768,81052.0,0.0596,0.0864,0.0029,0.0621,0.2232,18.0,5.0,21.62,1,2.0,1.0,1.0,2.0,1.0,106.09506117481264,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24017,0.2014,0.6765,0.1221,0.5526,0.1795,0.0635,0.1668,0.0015,0.0004,0.9533,0.6104,0.0493,113800.0,0.0455,0.0506,0.0019,0.0657,0.2061,10.0,5.0,23.02,1,1.0,1.0,1.0,2.0,1.0,49.60333541905092,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24019,0.1386,0.6185,0.2429,0.7816,0.148,0.0439,0.0104,0.0018,0.0,0.8728,0.3054,0.1199,55028.0,0.056,0.0902,0.0339,0.0581,0.1547,1.0,1.0,15.14,0,2.0,2.0,2.0,2.0,2.0,75.68494878651799,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24021,0.1959,0.667,0.1371,0.4594,0.1733,0.1857,0.145,0.0015,0.0004,0.9116,0.5811,0.0686,100352.0,0.0581,0.0551,0.0006,0.0511,0.1247,32.0,23.0,12.08,1,1.0,1.0,1.0,2.0,1.0,30.982948660864345,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24023,0.1902,0.697,0.1128,0.1365,0.6261,0.1674,0.0421,0.0023,0.0003,0.8581,0.3145,0.0966,75925.0,0.0797,0.0738,0.0005,0.0827,0.1928,25.0,21.0,14.7,1,3.0,2.0,1.0,3.0,2.0,35.089947231403166,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24025,0.1816,0.6456,0.1728,0.869,0.0721,0.0342,0.0073,0.0006,0.0,0.9156,0.3497,0.0651,85891.0,0.0433,0.087,0.0208,0.0711,0.251,2.0,4.0,12.32,1,2.0,2.0,1.0,2.0,1.0,80.06240762,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24027,0.2067,0.6756,0.1177,0.755,0.139,0.0464,0.0268,0.0015,0.0003,0.8988,0.299,0.0784,86810.0,0.0441,0.1059,0.0016,0.0406,0.1568,4.0,1.0,3.61,1,3.0,1.0,1.0,3.0,2.0,72.28371357578496,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24029,0.1409,0.7051,0.1541,0.5158,0.415,0.0362,0.0104,0.0027,0.0002,0.7916,0.1397,0.2506,35886.0,0.0839,0.1337,0.028,0.0432,0.1572,1.0,0.0,11.58,1,5.0,4.0,2.0,4.0,4.0,84.94536468589521,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24031,0.154,0.5821,0.2639,0.7797,0.109,0.061,0.0139,0.0016,0.001,0.8916,0.3583,0.1091,61395.0,0.0599,0.0974,0.0044,0.0475,0.177,5.0,3.0,15.93,0,1.0,2.0,2.0,1.0,1.0,58.40501221,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24033,0.1836,0.6586,0.1578,0.8103,0.0982,0.042,0.0157,0.0013,0.0005,0.8687,0.201,0.1291,56316.0,0.0746,0.1385,0.0024,0.0416,0.2577,10.0,5.0,16.05,1,3.0,2.0,2.0,3.0,3.0,129.03570879381698,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24035,0.1829,0.6741,0.143,0.6445,0.2443,0.0489,0.0318,0.0021,0.0006,0.8856,0.2738,0.1631,53508.0,0.0773,0.0881,0.0065,0.0436,0.215,11.0,7.0,18.71,1,2.0,2.0,2.0,3.0,2.0,79.78173293803619,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24037,0.1458,0.5994,0.2548,0.8005,0.136,0.0336,0.0134,0.0013,0.0005,0.8963,0.2994,0.1018,57227.0,0.0772,0.105,0.0038,0.0445,0.1721,6.0,4.0,11.66,1,2.0,2.0,2.0,1.0,1.0,106.9186057813806,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24039,0.1796,0.6975,0.1229,0.2768,0.6242,0.0476,0.0253,0.0023,0.0005,0.8345,0.2972,0.2308,44262.0,0.1141,0.1371,0.0,0.0251,0.12,93.0,43.0,39.77,1,2.0,4.0,3.0,4.0,3.0,227.6972624798712,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
24041,0.1283,0.5933,0.2784,0.906,0.0255,0.0264,0.0143,0.0037,0.0007,0.9539,0.411,0.0823,65382.0,0.063,0.0973,0.0033,0.0572,0.2041,17.0,9.0,21.89,1,1.0,2.0,1.0,1.0,1.0,115.9741596531022,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24043,0.1431,0.6484,0.2085,0.8951,0.025,0.0406,0.0151,0.0019,0.0004,0.9063,0.3263,0.1237,52253.0,0.0818,0.126,0.0043,0.0439,0.1718,15.0,10.0,26.45,1,2.0,3.0,1.0,3.0,2.0,91.00596595,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24045,0.1732,0.6699,0.1569,0.8373,0.0339,0.0701,0.0215,0.0005,0.0004,0.8374,0.2652,0.1249,59343.0,0.081,0.1193,0.0065,0.0435,0.2363,38.0,14.0,18.38,1,3.0,2.0,2.0,3.0,2.0,138.59152086622404,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24047,0.1456,0.6503,0.2041,0.8693,0.0352,0.0167,0.0031,0.0159,0.0,0.9283,0.3978,0.0909,63534.0,0.0431,0.0507,0.0065,0.0842,0.2044,1.0,1.0,35.01,0,1.0,3.0,1.0,1.0,1.0,81.69457898115189,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24510,0.1802,0.6639,0.1559,0.7285,0.0302,0.1883,0.0341,0.0008,0.0002,0.8929,0.3804,0.1126,70886.0,0.0701,0.0948,0.0022,0.0397,0.1656,31.0,18.0,18.2,1,2.0,2.0,1.0,3.0,1.0,118.7997327655902,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25001,0.1486,0.6698,0.1816,0.9144,0.0104,0.0366,0.0149,0.0022,0.0008,0.9277,0.359,0.113,56347.0,0.0612,0.1189,0.0208,0.0367,0.1687,10.0,5.0,39.48,0,2.0,2.0,1.0,4.0,2.0,64.86547464606012,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25003,0.183,0.6644,0.1527,0.6478,0.0776,0.2331,0.021,0.0013,0.0002,0.8537,0.2623,0.1765,51005.0,0.0885,0.1332,0.0015,0.0359,0.1744,41.0,20.0,20.51,1,3.0,3.0,2.0,4.0,3.0,79.26131022577724,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25005,0.1239,0.7285,0.1476,0.8461,0.0268,0.0525,0.0517,0.001,0.0005,0.9426,0.4472,0.147,62608.0,0.0715,0.0787,0.0068,0.0294,0.1655,11.0,10.0,31.05,1,1.0,2.0,1.0,3.0,1.0,57.75142049864936,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25007,0.1695,0.6901,0.1404,0.7407,0.0472,0.0747,0.1082,0.001,0.0002,0.9264,0.53,0.0825,89019.0,0.0536,0.0639,0.0027,0.0407,0.15,48.0,31.0,14.48,1,1.0,1.0,1.0,2.0,1.0,77.05998303,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
